variable,mean,std,min,q25,median,q75,max
Olkiluoto-3-oecd,93.19034212732326,14.135677588496472,70.05203019188747,80.81013520660116,92.72430409665348,105.10148730019108,119.84358262501065
Flamanville-3-wealer,123.68646268579468,21.27411868342441,88.34638621235324,104.6393425060174,123.21222216902646,141.81120149739613,162.9802579455651
Flamanville-3-oecd,117.78093531493384,19.765873262977184,84.86005621362088,100.76298119742873,116.8704151595266,134.75677179127464,154.15060286641176
Hinkley Point C-1,133.41949073817824,28.068418031360853,89.44387107911585,108.2695849116871,131.07808241729202,157.01423749038918,187.31505777096658
Hinkley Point C-2,134.13919496276174,28.010706349388816,89.38675435078152,109.48055883703452,131.94653516705483,157.7456538193939,187.84447205441035
Vogtle-3-wealer,155.0247454869284,32.382452427160004,103.0961272733533,126.60732378921503,152.91335380799592,182.74775164379744,215.78639747631703
Vogtle-4-wealer,154.4763051248312,32.3374916808732,103.00192356800163,126.03799059820741,152.0043149532886,181.33578341351003,216.09476922545952
Vogtle-3-oecd,127.06603754001651,24.490135600491765,87.74106932297394,105.59890538198287,125.28981235938414,147.90480143150893,173.3550139284592
Vogtle-4-oecd,127.11096909075155,24.48885922122713,87.57027663519226,105.50909110092373,125.50479278150632,148.0592960196821,173.3137507106273
Shin Kori-3|Saeul-1,60.86341943304278,5.552806790274325,51.71624749671846,55.97269732662562,60.593269746121905,65.62415376608199,71.30069433920063
Shin Kori-4|Saeul-2,60.865348031041314,5.5489856054057585,51.72289587118944,55.98350190923567,60.58588810572331,65.62488000675495,71.38290060644736
Sanmen-1,68.68392247913117,7.7317415950777715,56.040337163077986,61.92624707001868,68.3205096942701,75.19369961619626,83.44425550049863
Sanmen-2,68.73875954951507,7.7987600121504155,56.05039569899331,61.855419648235724,68.26529489224322,75.46169437797147,83.35159241792014
Taishan-1,68.41007396486881,7.423809952503117,55.978384712101,61.86382545000224,68.16540276892222,74.7459597348469,82.08127017193652
Taishan-2,68.32928336208644,7.324200901901316,56.041464090063435,61.99697280683472,68.04468123762805,74.49314666704028,82.29763071529779
Novovoronezh II-1,60.99840684862446,5.942839082194019,51.26472113813988,55.78335808181761,60.60242206150184,66.04686994725017,72.36751444630191
Novovoronezh II-2,61.934216988734576,6.391579181602953,51.52363147072174,56.333818270185745,61.51951193440779,67.32959892305942,74.01652081121267
Fort St. Vrain-doe/eia,123.36475529750113,20.81500419938438,84.77406855948865,105.59000482194139,121.8203303505806,139.86696588888816,177.22827377432688
Fort St. Vrain,123.9624837907797,20.91943820710202,85.16314879643838,106.2146040902015,122.6067239351251,140.28145770599767,176.61857722910918
Peach Bottom-1,230.03305906776615,75.28439675444272,106.30364291853245,172.65294487150976,216.49617035220945,275.3050724073069,484.28483851406105
Beloyarsk-3,65.50064536428079,7.6489723139688515,53.34310950800718,58.70343847341905,64.95168006458155,71.97823885018911,80.28603894937828
Superphenix,405.8357142700805,108.77101192292854,238.36153832308258,309.19271916326966,395.59248677741743,495.80772696840506,619.4476855900499
